CAND_PICTURE
1 Paul Köllenperger.jpg
2 Maria Rieder.jpg
3 Davide Perasso.jpg
4 Giuliana Dragogna.jpg
5 Franz Ploner.jpg
6 Eugen Sleiter.jpg
7 Monika Senfter Ausserhofer.jpg
8 Alex Ploner.jpg
9 Christian Peintner.jpg
10 Roland Painz.jpg
11 Barbara Avesani.jpg
12 Stefano Perrini.jpg
13 Margareth Fink.jpg
14 Lukas Abram.jpg
15 Markus Hafner.jpg
16 Sabine Mahlknecht.jpg
17 Thomas Zössmayr.jpg
18 Elmar Aichner.jpg
19 Giada De Marco .jpg
20 Matthias Cologna.jpg
21 Martin Lochmann.jpg
22 Lucia Russo.jpg
23 Tommaso Marangoni.jpg
24 Tanja Rainer.jpg
25 Walter Donegà.jpg
26 Dorothea Kurz.jpg
27 Rolando Schaffler.jpg
28 Ingeborg Dejaco.jpg
29 Markus Sprenger.jpg
30 Katia Trevisani.jpg
31 Josef Ruffa.jpg
32 Sabine Kiem.jpg
33 Gianguido Piani.jpg
34 Michi Theiner.jpg
35 Mauro Mongelli.jpg
1 DIEGO NICOLINI.jpg
2 MARIATERESA FORTINI.jpg
3 FRANCESCA MORRONE.jpg
4 MARKUS FALK.jpg
5 DAVIDE BARBIERI.jpg
6 JACOPO COSENZA.jpg
7 ADRIANA VALLE.jpg
8 SIMONETTA LUCCHI.jpg
9 MARTIN AUFDERKLAMM.jpg
10 SONIA ANTHOLZER.jpg
11 PAOLO GIACOMONI.jpeg
12 LORENZO MENEGON.jpg
13 FABIO VOLPOTTI.jpg
14 MARCO NATALE.jpg
15 AUREA JARA DE LA CRUZ.jpg
16 MARIALUISA FRANCHI.jpg
17 FRANCO PIZZINI.jpg
18 ALESSANDRO RIZZONE.jpg
19 HANSJOERG KOFLER.jpg
20 ANTONIO ACCETTULLI.jpg
21 ELISA DI DOMENICO.jpg
22 MONICA PIZZUTO.jpg
23 GIACOMO LORENZI.jpg
24 ROBERTO ORO.jpeg
25 MAURIZIO TOMAINO.jpg
26 GIOVANNA TAVERNAR.jpg
27 DENIS SALERNO.jpg
28 VALTER VERONESE.jpg
29 EDDY BOLDRIN.jpg
30 FRANCESCA RECCHIA.jpg
31 DOMENICO GRIMAUDO.jpg
32 BARBARA SCHIAVON.jpeg

34 ADRIANA LIZZO.jpg
1 Josef Unterholzner.jpg
2 Anita Haller.jpg
3 Martin Mauracher.jpg
4 Ulrike Maria Hilber.jpg
5 Bruna Patrizia Ferranti.jpg
6 Christian Stadler.jpg
7 Jasmine Netschada.jpg
8 Walter Moosmair.jpg
9 Frowin Oberrauch.JPG
10 Cristina Barchetti.jpg
11 Otmar Leitner.jpg
12 Hannes Schick.JPG
13 Bernhard Pircher.jpg
14 Serenella Farci.JPG
15 Angelika Gögele.jpg
16 Martin Kirchler.jpg
17 Heinrich Sanoll.jpg
18 Anna Zingerle.jpg
19 Martin Dissertori.jpg
20 Monica Orlandi.JPG
21 Andreas Perugini.jpg
22 Jiri Pribyl.jpg
23 Georg Klotz.png
1-Sven-Knoll.jpg
2-Myriam-Atz-Tammerle.jpg
3-Bernhard-Zimmerhofer.jpg
4-Hannes-Rabensteiner.jpg
5-Karin-Meister.jpg
6-Benjamin-Pixner.jpg
7-Jonas-Gasser.jpg
8-Reinhild-Campidell.jpg
9-Andreas-Tutzer.jpg
10-Aaron-Malfertheiner.jpg
11-Eva-Pöhl-Hofer.jpg
12-Werner-Straudi.jpg
13-Peter-Brachetti.jpg
14-Cindy-Reichhalter.jpg
15-Stefan-Unterberger.jpg
16-Andreas-Sottsas.jpg
17-Maria-Oberkofler-Berger.jpg
18-Norbert-Lang.jpg
19-Erwin-Platter.jpg
20-Esther-Tappeiner.jpg
21-Thomas-Franz.jpg
22-Bernhard-Hilber.jpg
23-Birgit-Seeber-Reichegger.jpg
24-Thomas-Andreaus.jpg
25-Reinhard-Kirchler.jpg
26-Stefanie-Tammerle-Trocker.jpg
27-Stefan-Pirhofer.jpg
28-Konrad-Unterfrauner.jpg
29-Veronika-Renner.jpg
30-Walburga-Laner-Steinkasserer.jpg
1 Sandro Repetto.jpg
2 Sonia Zanotti.jpg
3 Pietro (Peter) Calò.jpg
4 Renate Prader Costa.jpg
5 Andrea Pisciali.jpg
6 Daniela Rossi Saretto.JPG
7 Bassamba Diaby.jpg
8 Monica Bonomini.jpg
9 Stefano Sgarbossa.jpg
10 Elena Paris.jpg
11 Remo De Paola.jpg
12 Renata (Gabriella) Tomi.jpg
13 Francesca Amodio.jpg
14 Ubaldo Bacchiega.jpg
15 Fiorella Balbinot.jpg
16 Andrea Bratzu.jpg
17 Monica Bancaro.jpg
18 Elio Dellantonio.jpg
19 Serena Bianchin
20 Daniele Di Lucrezia.jpg
21 Rosa Carlino.jpg
22 Andrea Martinelli.jpg
23 Alessandra Carrara.jpg
24 Giorgio Nones.jpg
25 Angelina Crestani.jpg
26 Mario Rigotti.jpg
27 Sara Endrizzi.jpg
28 Silvano Schiavo.jpg
29 Humera Hameed.jpg
30 Antonio (Toni) Serafini.jpg
31 Sarka Jancarova Ferro.jpg
32 Singh Ravinderjit.jpg
33 Viviana Melis.jpg
34 Uwe Staffler.jpg
35 Mohammad Imtiaz Syed.jpg
1 Foppa Brigitte.jpg
2 Giunta Sabine.jpg
3 Staffler Hanspeter.jpg
4 Oberkofler Zeno.jpg
5 Mussner Elide.jpg
6 Von Wohlgemuth Felix.jpg
7 Angelucci Giulio.jpg
8 Rohrer Madeleine.jpg
9 Di Biasio Luca.jpg
10 Zucali Francesca.jpg
11 Renzler Katja.jpg
12 Rigamonti Roberta.jpg
13 Aichner Peter.jpg
14 Bertolini Luca.jpg
15 Bologna Helmut.jpg
16 Brecelj Majda.jpg
17 Casal Lea.jpg
18 Cristofoletti Camilla.jpg
19 Dondio Elena.jpg
20 Fassa Erica.jpg
21 Chafai Fatnassi.jpg
22 Lemayr Barbara.jpg
23 Mahlknecht Ingeborg (Inge).jpg
24 Martinolli Giorgia.jpg
25 Molin Anna Maria.jpg
26 Niederkofler Hans Peter.jpg
27 Ortner_Johannes.jpg
28 Peruffo Antonio.jpg
29 Planer Tobias (Tobe).jpg
30 Prenner_Gabriel.jpg
31 Profanter Simon.jpg
32 Rossi Andrea.jpg
33 Stenico Verena.jpg
34 Troger Christian.jpg
35 Vullo Pascal.jpg
1. GALATEO MARCO.jpeg
2. BORIN BRUNO.jpg
3. ZAMPIERI PAOLA.JPG
4. BOVA ANTONIO.PNG
5. FOREST ALESSANDRO.JPG
6. STAGNI STEFANO.jpg
7. MYFTIU TRITAN.jpg
8. SCARAFONI ANNA.jpg
9. CANTORO LUIGI ANTONIO.jpg
10. ROSA VALENTI.jpg
11. TONDINI MARIO.jpg
12. DAVES IRVIN.jpeg
13. FRANCHINO LINDA ZAIRA.JPG
14. MORATO MAURO.JPG
15. SALVADORI DIEGO.jpg
16. BARATTO FLORIANO PIETRO.jpeg
17. BORGOGNO KATIA.jpeg
18. CALCAGNO ORNELLA.jpeg
19. CESTARI ANDREA.jpg
20. COLETTI PATRIZIA.jpg
21. FERMANELLI SIMONA.JPG
22. FERRARO PASQUALE.jpg
23. JABBOUR ANTOINE.JPG
24. LENZI GABRIELLA.JPG
25. LORENZI IVO.jpeg
26. LUCCI ANDREA.JPG
27. NERO ILENIA.jpg
28. NORCIA ORESTE.jpg
29. OLIVERI ROSANNA.jpg
30. PALAZZI ENRICO.jpg
31. PEDERZINI SANDRA.jpeg
32. POLISENO CHRISTIAN.jpg
33. SAVIO JUDITH.jpg
34. VICENTINI MATTIA.jpg
35. ZANCLA ALESSANDRO.JPG
1 ema abieri.jpeg
2 AngeloGennacaro.jpeg
3 NZ - Foto Provinciali 2023.jpg
4 Gander.jpeg
5 Foto Mattia Filippin.jpg
6 DallaRattaClaudio.jpeg
7 hristov.jpg
8 PocherAlex.jpeg
9 BattistiGiorgia.jpeg
10 BonviciniMatteoPaolo.jpeg
11 AbdallahChinouli.jpeg
12 carmen katia ianni.jpeg
13 Cirimbelli.jpg
14 CollettiLeonardo.jpeg
15 ManfrediGiorgia.jpeg
16 renato dellazuanna.jpeg
17 loris duso.jpeg
18 MarcheseRosaria.jpeg
19 roberto federico.jpeg
20 Gambetti.jpeg
21 PasqualinaMarino.jpg
22 KralerAlexander.jpeg
23 NardoManuel.jpeg
24 katia parise.jpeg
25 PellizzariSimone.jpeg
26 giorgio roat.jpeg
27 Ravagnani Alice.jpg
28 Luigi Rossi.jpeg
29 franco sciretta.jpeg
30 claudia taranto.jpeg
31 francesco tirello.jpeg
32 Foto Alice Tinebra.jpg
33 toccolini adriano.jpeg
34 tusha durata.jpeg
35 ZineSekaliSamir.jpeg
liste-jwa-nr1-juergen-wirth-anderlan.jpg
liste-jwa-nr2-wilhelm-haller.jpg
liste-jwa-nr3-hartwig-ko?nigsrainer.jpg
liste-jwa-nr4-daniel-rella.jpg
